"year","month","age_group","sex","socecon_lvl_cd","total_stroke","total_heart_attack","total_knee_replacement","total_hip_replacement","total_acute_trauma"
2019,8,"90-94",1,5,0,1,0,0,0
2019,8,"90-94",2,3,1,1,0,0,0
2019,8,"90-94",2,4,0,1,0,1,0
2019,8,"95-99",1,1,0,0,0,0,1
2019,8,"95-99",1,3,0,2,0,0,0
2019,8,"95-99",1,4,1,0,0,0,0
2019,8,"95-99",2,2,0,0,0,0,1
2019,8,"95-99",2,4,0,0,1,0,0
2019,9,"15-19",1,2,0,0,0,0,1
2019,9,"15-19",1,3,1,0,1,0,0
2019,9,"15-19",1,4,0,0,1,0,0
2019,9,"15-19",2,4,1,0,0,0,0
2019,9,"15-19",2,5,1,0,0,0,0
2019,9,"20-24",1,1,2,0,0,0,0
2019,9,"20-24",1,2,0,0,1,0,0
2019,9,"20-24",1,3,0,0,0,0,2
2019,9,"20-24",2,2,0,0,0,0,1
2019,9,"20-24",2,4,1,0,0,0,0
2019,9,"25-29",1,1,0,0,1,0,0
2019,9,"25-29",1,3,1,0,0,1,0
2019,9,"25-29",1,4,1,0,0,0,0
2019,9,"25-29",1,5,0,0,0,0,1
2019,9,"25-29",2,3,1,0,0,0,0
2019,9,"25-29",2,5,1,0,0,0,0
2019,9,"30-34",1,3,0,0,1,0,0
2019,9,"30-34",2,2,2,0,0,0,0
2019,9,"30-34",2,3,1,0,0,0,0
2019,9,"30-34",2,5,0,0,2,0,0
2019,9,"35-39",1,2,1,0,0,0,0
2019,9,"35-39",1,4,1,0,0,0,0
2019,9,"35-39",1,5,1,0,0,0,0
2019,9,"35-39",2,2,1,0,0,0,1
2019,9,"35-39",2,5,0,0,0,0,1
2019,9,"40-44",1,2,0,1,1,0,0
2019,9,"40-44",1,3,1,0,0,0,0
2019,9,"40-44",1,4,0,0,0,0,1
2019,9,"40-44",1,5,1,0,0,0,0
2019,9,"40-44",2,1,0,1,0,0,0
2019,9,"40-44",2,3,0,0,0,1,0
2019,9,"40-44",2,5,1,0,0,0,0
2019,9,"45-49",1,2,0,1,0,0,0
2019,9,"45-49",1,3,2,0,0,0,0
2019,9,"45-49",1,5,2,0,0,1,0
2019,9,"45-49",2,1,0,0,1,0,0
2019,9,"50-54",1,1,1,0,0,0,0
2019,9,"50-54",1,2,1,0,1,0,0
2019,9,"50-54",1,3,1,1,0,0,0
2019,9,"50-54",1,4,0,3,0,0,0
2019,9,"50-54",1,5,1,0,0,0,0
2019,9,"50-54",2,1,1,0,0,0,0
2019,9,"50-54",2,3,0,0,1,0,0
2019,9,"50-54",2,4,1,0,0,0,0
2019,9,"55-59",1,1,0,1,0,0,0
2019,9,"55-59",1,2,0,1,0,0,0
2019,9,"55-59",1,4,0,2,0,0,0
2019,9,"55-59",2,3,0,0,2,2,0
2019,9,"55-59",2,4,0,1,0,0,0
2019,9,"60-64",1,1,1,0,0,0,0
2019,9,"60-64",1,2,0,0,1,2,0
2019,9,"60-64",1,3,1,0,1,0,0
2019,9,"60-64",1,4,2,0,0,1,0
2019,9,"60-64",1,5,0,1,0,0,0
2019,9,"60-64",2,1,1,0,0,0,0
2019,9,"60-64",2,4,0,1,0,1,0
2019,9,"65-69",1,2,0,2,0,0,0
2019,9,"65-69",1,3,1,0,0,0,0
2019,9,"65-69",1,4,1,0,0,0,0
2019,9,"65-69",2,1,1,0,0,0,0
2019,9,"65-69",2,3,1,1,1,0,0
2019,9,"65-69",2,5,0,1,0,0,0
2019,9,"70-74",1,2,1,0,0,0,1
2019,9,"70-74",1,3,0,0,0,1,0
2019,9,"70-74",1,4,0,1,0,0,0
2019,9,"70-74",1,5,1,0,0,0,0
2019,9,"70-74",2,1,1,0,0,0,0
2019,9,"70-74",2,2,0,1,0,1,0
2019,9,"70-74",2,3,0,0,1,0,0
2019,9,"70-74",2,5,1,1,0,1,0
2019,9,"75-79",1,1,1,0,0,0,0
2019,9,"75-79",1,3,0,1,0,0,0
2019,9,"75-79",1,4,0,1,1,0,1
2019,9,"75-79",2,3,0,0,0,0,1
2019,9,"75-79",2,4,0,0,1,0,0
2019,9,"80-84",1,1,0,0,0,1,0
2019,9,"80-84",1,3,0,0,1,0,0
2019,9,"80-84",1,4,1,0,0,0,0
2019,9,"80-84",1,5,0,0,1,0,0
2019,9,"80-84",2,2,0,1,0,0,1
2019,9,"80-84",2,3,0,1,0,0,0
2019,9,"80-84",2,5,0,0,0,0,2
2019,9,"85-89",1,1,0,2,1,0,0
2019,9,"85-89",1,2,0,1,0,0,0
2019,9,"85-89",1,5,0,0,0,1,0
2019,9,"85-89",2,1,0,1,0,1,0
2019,9,"85-89",2,3,0,2,0,0,1
2019,9,"85-89",2,4,0,0,0,1,0
2019,9,"85-89",2,5,0,0,0,1,0
2019,9,"90-94",1,2,0,0,1,1,0
2019,9,"90-94",2,1,1,0,0,0,0
2019,9,"90-94",2,4,0,1,0,0,0
2019,9,"90-94",2,5,1,1,0,0,0
2019,9,"95-99",1,3,0,0,1,0,0
2019,9,"95-99",1,4,1,1,1,0,0
2019,9,"95-99",1,5,0,1,1,0,0
2019,9,"95-99",2,1,0,1,0,0,0
2019,9,"95-99",2,3,1,0,1,0,2
2019,9,"95-99",2,4,0,1,0,0,0
2019,9,"95-99",2,5,1,0,0,0,0
2019,10,"15-19",1,1,1,0,0,0,0
2019,10,"15-19",1,2,0,0,2,0,0
2019,10,"15-19",2,2,1,0,0,0,0
2019,10,"20-24",1,2,0,0,0,1,0
2019,10,"20-24",1,3,1,0,0,0,1
2019,10,"20-24",2,1,0,0,0,0,1
2019,10,"25-29",1,3,1,0,0,0,0
2019,10,"25-29",2,1,1,0,0,0,0
2019,10,"30-34",1,3,0,0,0,0,1
2019,10,"30-34",2,1,1,0,0,0,0
2019,10,"35-39",1,2,2,0,0,0,0
2019,10,"35-39",1,3,0,0,0,1,0
2019,10,"35-39",1,4,1,0,0,1,0
2019,10,"35-39",2,1,1,0,1,0,0
2019,10,"35-39",2,4,0,0,0,1,0
2019,10,"35-39",2,5,1,0,0,0,1
2019,10,"40-44",1,3,0,1,0,0,0
2019,10,"40-44",2,2,0,0,1,0,0
2019,10,"40-44",2,3,1,2,0,0,1
2019,10,"45-49",1,3,1,1,0,0,0
2019,10,"45-49",1,4,0,2,0,0,0
2019,10,"45-49",2,2,0,1,0,0,0
2019,10,"45-49",2,4,0,0,1,0,0
2019,10,"45-49",2,5,0,0,0,0,1
2019,10,"50-54",1,1,1,2,0,0,0
2019,10,"50-54",1,2,0,1,0,1,2
2019,10,"50-54",1,3,0,1,0,0,0
2019,10,"50-54",2,1,0,2,1,0,0
2019,10,"50-54",2,2,0,0,0,0,1
2019,10,"50-54",2,3,0,1,0,0,0
2019,10,"50-54",2,5,0,1,0,0,0
2019,10,"55-59",1,1,0,1,0,0,0
2019,10,"55-59",1,3,0,0,1,0,0
2019,10,"55-59",1,5,0,0,1,0,0
2019,10,"55-59",2,1,0,2,0,0,0
2019,10,"55-59",2,3,0,1,0,0,1
2019,10,"55-59",2,4,1,0,0,0,0
2019,10,"60-64",1,1,1,0,1,0,0
2019,10,"60-64",1,3,1,0,1,0,0
2019,10,"60-64",1,5,0,2,0,1,0
2019,10,"60-64",2,3,0,0,0,0,1
2019,10,"60-64",2,4,1,1,0,0,0
2019,10,"65-69",1,1,0,0,1,0,0
2019,10,"65-69",1,3,0,0,0,0,1
2019,10,"65-69",1,4,0,1,0,0,0
2019,10,"65-69",2,3,1,0,1,0,0
2019,10,"65-69",2,4,1,0,0,0,1
2019,10,"65-69",2,5,2,0,1,0,0
2019,10,"70-74",1,3,0,1,1,0,1
2019,10,"70-74",1,4,1,0,0,0,0
2019,10,"70-74",1,5,0,2,0,0,0
2019,10,"70-74",2,1,1,0,0,1,0
2019,10,"70-74",2,4,0,2,0,0,0
2019,10,"75-79",1,2,1,0,0,0,0
2019,10,"75-79",1,3,0,1,0,1,0
2019,10,"75-79",1,4,0,0,1,1,1
2019,10,"75-79",1,5,0,0,0,1,0
2019,10,"75-79",2,1,1,1,0,0,0
2019,10,"75-79",2,2,1,1,0,0,1
2019,10,"75-79",2,3,1,0,0,0,0
2019,10,"80-84",1,1,1,0,0,0,0
2019,10,"80-84",1,3,1,2,0,0,0
2019,10,"80-84",1,4,0,0,0,1,0
2019,10,"80-84",1,5,0,1,0,0,0
2019,10,"80-84",2,1,1,0,0,0,0
2019,10,"80-84",2,3,0,1,0,0,0
2019,10,"85-89",1,1,1,0,0,1,0
2019,10,"85-89",1,4,0,1,0,0,0
2019,10,"85-89",1,5,0,2,0,0,0
2019,10,"85-89",2,1,1,4,0,0,0
2019,10,"85-89",2,2,1,1,1,0,0
2019,10,"85-89",2,5,2,1,0,0,0
2019,10,"90-94",1,1,0,0,0,1,0
2019,10,"90-94",1,2,0,1,0,1,0
2019,10,"90-94",1,3,0,1,0,0,0
2019,10,"90-94",1,4,1,0,0,0,0
2019,10,"90-94",1,5,1,0,0,0,0
2019,10,"90-94",2,2,1,0,0,1,0
2019,10,"90-94",2,4,1,1,1,0,0
2019,10,"90-94",2,5,0,0,1,0,0
2019,10,"95-99",1,3,0,1,0,0,0
2019,10,"95-99",2,1,0,1,0,0,0
2019,10,"95-99",2,2,2,0,0,0,0
2019,10,"95-99",2,3,1,0,0,0,0
2019,10,"95-99",2,4,0,0,0,1,0
2019,10,"95-99",2,5,0,1,1,0,0
2019,11,"15-19",1,2,1,0,0,0,0
2019,11,"15-19",1,3,0,0,0,1,0
2019,11,"15-19",1,4,1,0,0,0,0
2019,11,"15-19",2,4,0,0,0,0,1
2019,11,"20-24",1,1,2,0,0,0,0
2019,11,"20-24",1,2,2,0,0,0,0
2019,11,"20-24",1,3,0,0,0,1,0
2019,11,"20-24",1,5,0,0,0,0,1
2019,11,"20-24",2,1,0,0,0,1,0
2019,11,"20-24",2,2,1,0,0,1,0
2019,11,"20-24",2,4,1,0,0,0,0
2019,11,"25-29",1,2,0,0,0,1,0
2019,11,"25-29",1,4,0,0,1,0,0
2019,11,"25-29",2,2,1,0,0,0,0
2019,11,"25-29",2,3,1,0,0,0,0
2019,11,"25-29",2,4,1,0,0,0,0
2019,11,"25-29",2,5,0,0,0,1,0
2019,11,"30-34",1,1,1,0,0,0,0
2019,11,"30-34",1,2,1,0,0,0,0
2019,11,"30-34",1,3,1,0,0,0,0
2019,11,"30-34",2,2,0,0,0,0,1
2019,11,"35-39",1,1,1,0,0,0,0
2019,11,"35-39",1,2,1,0,0,0,0
2019,11,"35-39",1,3,0,0,0,1,0
2019,11,"35-39",1,4,1,0,1,0,0
2019,11,"35-39",2,1,0,0,0,1,1
2019,11,"35-39",2,2,1,0,0,0,1
2019,11,"35-39",2,3,1,0,0,0,0
2019,11,"35-39",2,4,2,0,1,0,0
2019,11,"40-44",1,1,0,0,1,0,0
2019,11,"40-44",1,2,1,2,0,0,0
2019,11,"40-44",1,4,1,0,0,0,0
2019,11,"40-44",1,5,2,1,0,0,0
2019,11,"40-44",2,1,0,1,0,0,0
2019,11,"40-44",2,2,1,2,1,1,0
2019,11,"40-44",2,5,1,0,0,0,0
2019,11,"45-49",1,1,1,1,0,0,0
2019,11,"45-49",1,2,0,1,0,0,0
2019,11,"45-49",1,5,1,1,0,0,1
2019,11,"45-49",2,1,0,0,0,0,1
2019,11,"45-49",2,4,0,1,0,0,0
2019,11,"45-49",2,5,1,2,0,0,0
2019,11,"50-54",1,1,0,1,0,0,0
2019,11,"50-54",1,2,1,0,0,0,0
2019,11,"50-54",1,3,0,0,0,1,0
2019,11,"50-54",1,4,0,0,0,0,1
2019,11,"50-54",2,2,0,0,0,0,1
2019,11,"50-54",2,3,0,1,0,0,0
2019,11,"50-54",2,4,0,0,0,1,0
2019,11,"50-54",2,5,0,0,0,0,1
2019,11,"55-59",1,5,0,2,0,0,1
2019,11,"55-59",2,2,0,1,1,1,0
2019,11,"55-59",2,3,1,0,0,0,1
2019,11,"55-59",2,5,0,2,0,0,0
2019,11,"60-64",1,1,0,0,1,0,0
2019,11,"60-64",1,2,0,1,0,0,0
2019,11,"60-64",1,3,1,0,0,0,0
2019,11,"60-64",1,4,0,2,0,0,1
2019,11,"60-64",2,1,0,1,0,0,0
2019,11,"60-64",2,2,0,1,0,0,0
2019,11,"65-69",1,1,1,0,1,1,0
2019,11,"65-69",1,2,0,0,1,0,0
2019,11,"65-69",1,3,1,0,0,0,0
2019,11,"65-69",1,5,1,0,0,0,0
2019,11,"65-69",2,4,0,2,0,1,2
2019,11,"65-69",2,5,1,0,0,0,0
2019,11,"70-74",1,1,0,1,0,0,0
2019,11,"70-74",1,2,0,1,0,0,0
2019,11,"70-74",1,5,1,0,1,0,0
2019,11,"70-74",2,2,1,0,0,0,0
2019,11,"70-74",2,3,0,0,1,0,0
2019,11,"70-74",2,4,0,0,1,0,0
2019,11,"70-74",2,5,0,1,0,0,1
2019,11,"75-79",1,1,2,2,1,0,0
2019,11,"75-79",1,2,1,0,0,0,0
2019,11,"75-79",1,3,0,1,1,0,0
2019,11,"75-79",1,4,0,0,0,0,1
2019,11,"75-79",1,5,1,0,0,0,0
2019,11,"75-79",2,1,2,1,0,0,0
2019,11,"75-79",2,2,0,0,1,0,1
2019,11,"75-79",2,4,0,0,1,0,0
2019,11,"75-79",2,5,0,1,0,0,0
2019,11,"80-84",1,1,1,0,0,0,0
2019,11,"80-84",1,2,1,2,0,0,0
2019,11,"80-84",1,3,0,0,0,0,1
2019,11,"80-84",1,4,0,0,0,0,1
2019,11,"80-84",2,2,0,1,0,0,0
2019,11,"80-84",2,3,0,0,1,0,0
2019,11,"80-84",2,4,2,1,0,1,0
2019,11,"80-84",2,5,2,0,0,0,1
2019,11,"85-89",1,3,2,2,0,1,0
2019,11,"85-89",1,4,1,0,0,0,0
2019,11,"85-89",1,5,1,0,0,0,0
2019,11,"85-89",2,3,1,0,0,0,0
2019,11,"85-89",2,4,1,0,0,0,0
2019,11,"85-89",2,5,1,0,0,0,0
2019,11,"90-94",1,1,0,0,1,0,0
2019,11,"90-94",1,2,1,0,0,0,0
2019,11,"90-94",1,3,2,0,0,0,0
2019,11,"90-94",1,5,0,0,0,1,0
2019,11,"90-94",2,1,0,0,0,1,0
2019,11,"90-94",2,2,0,1,0,0,0
2019,11,"90-94",2,4,1,2,0,1,0
2019,11,"90-94",2,5,1,1,0,0,0
2019,11,"95-99",1,1,0,0,0,1,0
2019,11,"95-99",1,2,0,1,0,0,0
2019,11,"95-99",1,4,1,0,0,0,0
2019,11,"95-99",1,5,1,1,0,0,0
2019,11,"95-99",2,1,1,0,0,0,0
2019,11,"95-99",2,2,0,0,0,1,0
2019,11,"95-99",2,3,0,1,0,0,0
2019,11,"95-99",2,4,0,1,0,0,0
2019,11,"95-99",2,5,0,0,0,0,1
2019,12,"15-19",1,1,0,0,0,0,1
2019,12,"15-19",1,2,1,0,0,0,0
2019,12,"15-19",1,5,0,0,0,1,0
2019,12,"15-19",2,4,1,0,0,0,0
2019,12,"20-24",1,1,0,0,0,1,0
2019,12,"20-24",1,4,1,0,0,0,0
2019,12,"20-24",1,5,1,0,1,1,0
2019,12,"20-24",2,3,0,0,0,0,1
2019,12,"20-24",2,5,1,0,0,1,0
2019,12,"25-29",1,1,2,0,0,0,0
2019,12,"25-29",1,3,1,0,0,0,0
2019,12,"25-29",1,4,1,0,0,0,0
2019,12,"25-29",2,3,2,0,0,0,0
2019,12,"30-34",1,2,2,0,1,1,0
2019,12,"30-34",1,3,0,0,0,1,1
2019,12,"30-34",1,5,1,0,0,0,1
2019,12,"30-34",2,2,0,0,0,1,0
2019,12,"35-39",1,1,1,0,0,0,0
2019,12,"35-39",1,3,0,0,0,1,0
2019,12,"35-39",1,4,1,0,1,0,1
2019,12,"35-39",1,5,0,0,1,0,0
2019,12,"35-39",2,1,2,0,0,0,0
2019,12,"35-39",2,2,1,0,0,0,0
2019,12,"35-39",2,5,0,0,2,0,1
2019,12,"40-44",1,1,1,1,1,0,0
2019,12,"40-44",1,2,1,2,0,0,0
2019,12,"40-44",1,4,1,0,0,0,0
2019,12,"40-44",1,5,0,1,0,0,0
2019,12,"40-44",2,1,1,0,0,0,0
2019,12,"40-44",2,2,0,0,0,1,0
2019,12,"40-44",2,4,1,0,0,0,0
2019,12,"40-44",2,5,0,1,0,0,0
2019,12,"45-49",1,1,0,0,0,1,0
2019,12,"45-49",1,2,0,1,0,0,0
2019,12,"45-49",1,3,1,2,0,0,0
2019,12,"45-49",1,4,1,0,0,0,0
2019,12,"45-49",1,5,1,1,0,0,0
2019,12,"45-49",2,2,0,1,0,0,0
2019,12,"45-49",2,3,0,1,0,0,0
2019,12,"45-49",2,4,0,1,0,0,0
2019,12,"45-49",2,5,2,0,0,0,0
2019,12,"50-54",1,1,0,2,0,0,0
2019,12,"50-54",1,2,1,0,0,1,0
2019,12,"50-54",1,3,1,2,0,0,1
2019,12,"50-54",2,2,0,1,0,0,0
2019,12,"50-54",2,3,1,2,0,0,0
2019,12,"50-54",2,4,0,1,0,0,0
2019,12,"50-54",2,5,1,1,1,0,0
2019,12,"55-59",1,1,0,1,2,1,0
2019,12,"55-59",1,3,0,0,1,0,0
2019,12,"55-59",1,4,0,3,0,0,1
2019,12,"55-59",1,5,0,1,1,1,0
2019,12,"55-59",2,3,0,0,1,0,0
2019,12,"55-59",2,4,0,1,0,0,0
2019,12,"55-59",2,5,1,0,0,0,0
2019,12,"60-64",1,3,1,1,0,0,0
2019,12,"60-64",1,4,1,0,0,0,0
2019,12,"60-64",1,5,1,1,0,2,0
2019,12,"60-64",2,1,0,1,0,0,0
2019,12,"65-69",1,2,2,0,1,0,0
2019,12,"65-69",1,4,0,1,0,0,2
2019,12,"65-69",2,1,1,0,0,0,0
2019,12,"65-69",2,2,0,0,0,1,0
2019,12,"65-69",2,3,1,0,1,0,0
2019,12,"65-69",2,4,2,0,0,0,0
2019,12,"65-69",2,5,1,0,0,0,0
2019,12,"70-74",1,1,0,3,0,0,0
2019,12,"70-74",1,2,1,1,0,1,0
2019,12,"70-74",1,4,1,2,0,0,0
2019,12,"70-74",1,5,1,2,0,0,0
2019,12,"70-74",2,1,0,0,1,0,0
2019,12,"70-74",2,2,0,1,0,0,0
2019,12,"70-74",2,3,0,0,1,0,0
2019,12,"70-74",2,4,1,2,0,0,0
2019,12,"70-74",2,5,0,0,0,2,0
2019,12,"75-79",1,1,3,0,0,0,0
2019,12,"75-79",1,2,1,0,0,0,0
2019,12,"75-79",1,3,0,2,0,0,0
2019,12,"75-79",1,4,1,0,0,0,0
2019,12,"75-79",1,5,0,1,0,0,0
2019,12,"75-79",2,3,0,0,1,0,0
2019,12,"75-79",2,4,1,0,0,0,0
2019,12,"80-84",1,1,0,1,0,0,0
2019,12,"80-84",1,2,0,2,0,0,0
2019,12,"80-84",1,4,0,2,1,0,0
2019,12,"80-84",1,5,0,0,0,1,0
2019,12,"80-84",2,1,0,0,1,0,0
2019,12,"80-84",2,2,1,1,0,0,0
2019,12,"80-84",2,3,1,0,1,0,0
2019,12,"80-84",2,4,0,1,0,0,0
2019,12,"80-84",2,5,0,0,0,0,1
2019,12,"85-89",1,1,0,0,1,0,0
2019,12,"85-89",1,2,0,1,0,0,1
2019,12,"85-89",1,3,2,2,0,0,0
2019,12,"85-89",1,5,0,0,1,1,0
2019,12,"85-89",2,3,0,0,1,0,0
2019,12,"85-89",2,4,0,1,0,0,0
2019,12,"90-94",1,1,0,0,0,1,0
2019,12,"90-94",1,4,1,1,0,0,0
2019,12,"90-94",1,5,0,0,1,0,0
2019,12,"90-94",2,1,0,1,0,0,0
2019,12,"90-94",2,2,2,1,0,0,0
2019,12,"90-94",2,4,0,1,0,0,0
2019,12,"90-94",2,5,0,1,0,1,0
2019,12,"95-99",1,1,0,0,0,0,1
2019,12,"95-99",1,2,2,2,0,0,0
2019,12,"95-99",1,3,2,0,0,0,0
2019,12,"95-99",1,4,1,0,0,0,0
2019,12,"95-99",1,5,0,1,0,0,0
2019,12,"95-99",2,2,0,0,0,0,1
2019,12,"95-99",2,3,1,0,0,0,0
2019,12,"95-99",2,4,2,1,0,0,0
2019,12,"95-99",2,5,1,0,0,0,1
2020,1,"15-19",1,1,1,0,0,0,0
2020,1,"15-19",1,4,1,0,0,0,0
2020,1,"15-19",2,2,1,0,0,0,0
2020,1,"15-19",2,4,1,0,0,0,0
2020,1,"15-19",2,5,0,0,0,1,0
2020,1,"20-24",1,5,0,0,0,1,0
2020,1,"20-24",2,2,0,0,0,0,1
2020,1,"20-24",2,5,1,0,1,0,1
2020,1,"25-29",1,1,0,0,0,1,1
2020,1,"25-29",1,2,1,0,1,0,0
2020,1,"25-29",1,3,1,0,0,0,0
2020,1,"25-29",1,4,1,0,0,0,0
2020,1,"25-29",1,5,1,0,0,1,1
2020,1,"25-29",2,1,0,0,0,2,0
2020,1,"25-29",2,5,0,0,0,1,1
2020,1,"30-34",1,3,0,0,0,1,0
2020,1,"30-34",1,4,1,0,1,0,0
2020,1,"30-34",1,5,0,0,1,0,0
2020,1,"30-34",2,1,1,0,0,0,1
2020,1,"30-34",2,3,0,0,0,1,0
2020,1,"30-34",2,4,1,0,0,0,0
2020,1,"30-34",2,5,1,0,0,0,0
2020,1,"35-39",1,1,0,0,0,1,1
2020,1,"35-39",1,2,1,0,1,0,0
2020,1,"35-39",1,3,1,0,1,0,0
2020,1,"35-39",1,5,1,0,0,0,0
2020,1,"35-39",2,2,1,0,0,0,1
2020,1,"35-39",2,4,1,0,0,0,0
2020,1,"40-44",1,2,1,0,0,0,0
2020,1,"40-44",1,3,0,1,0,0,0
2020,1,"40-44",1,4,0,1,0,1,0
2020,1,"40-44",1,5,0,1,0,0,0
2020,1,"40-44",2,4,0,1,0,0,0
2020,1,"45-49",1,1,1,1,0,0,1
2020,1,"45-49",1,4,0,1,0,0,0
2020,1,"45-49",1,5,1,0,1,0,0
2020,1,"45-49",2,1,0,0,1,0,0
2020,1,"50-54",1,1,0,0,0,0,1
2020,1,"50-54",1,2,0,1,1,0,0
2020,1,"50-54",1,3,1,0,1,0,0
2020,1,"50-54",1,4,0,0,1,0,0
2020,1,"50-54",2,1,0,1,0,1,0
2020,1,"50-54",2,2,0,1,1,0,0
2020,1,"50-54",2,3,1,1,0,0,0
2020,1,"50-54",2,4,0,1,0,0,1
2020,1,"50-54",2,5,0,1,0,0,0
2020,1,"55-59",1,1,2,0,0,0,0
2020,1,"55-59",1,2,0,1,0,0,0
2020,1,"55-59",1,3,0,1,0,0,0
2020,1,"55-59",1,5,0,1,0,0,0
2020,1,"55-59",2,1,1,0,1,0,0
2020,1,"55-59",2,2,0,0,1,1,0
2020,1,"55-59",2,3,1,1,1,0,0
2020,1,"60-64",1,1,1,2,0,0,0
2020,1,"60-64",1,2,2,0,0,0,0
2020,1,"60-64",1,3,1,0,0,0,0
2020,1,"60-64",1,4,1,0,0,0,0
2020,1,"60-64",1,5,3,0,0,0,0
2020,1,"60-64",2,2,1,1,0,0,0
2020,1,"65-69",1,2,2,0,0,0,0
2020,1,"65-69",1,3,0,0,0,0,1
2020,1,"65-69",1,4,0,0,1,0,0
2020,1,"65-69",1,5,2,0,0,0,1
2020,1,"65-69",2,1,0,0,0,0,2
2020,1,"65-69",2,2,0,1,0,0,0
2020,1,"65-69",2,3,1,1,1,0,0
2020,1,"70-74",1,1,1,0,0,0,0
2020,1,"70-74",1,2,1,1,0,0,0
2020,1,"70-74",1,3,0,0,0,1,0
2020,1,"70-74",1,4,1,0,0,0,0
2020,1,"70-74",2,1,0,1,0,0,0
2020,1,"70-74",2,2,1,0,0,0,0
2020,1,"70-74",2,3,0,1,0,0,0
2020,1,"70-74",2,5,0,1,0,0,0
2020,1,"75-79",1,1,1,0,0,0,0
2020,1,"75-79",1,2,1,1,0,0,0
2020,1,"75-79",1,3,1,0,0,0,0
2020,1,"75-79",1,4,0,1,0,1,0
2020,1,"75-79",2,1,0,1,0,0,0
2020,1,"75-79",2,2,1,1,0,0,0
2020,1,"75-79",2,3,1,1,0,0,0
2020,1,"75-79",2,4,1,0,0,0,0
2020,1,"75-79",2,5,0,0,1,0,0
2020,1,"80-84",1,1,0,1,1,0,0
2020,1,"80-84",1,4,0,2,0,0,0
2020,1,"80-84",1,5,0,0,1,0,0
2020,1,"80-84",2,1,0,0,0,0,1
2020,1,"80-84",2,2,0,1,0,0,1
2020,1,"80-84",2,3,0,0,0,0,1
2020,1,"80-84",2,4,0,0,0,1,0
2020,1,"85-89",1,1,0,1,0,0,0
2020,1,"85-89",1,2,0,0,1,0,0
2020,1,"85-89",1,4,0,0,0,0,1
2020,1,"85-89",1,5,0,0,0,1,0
2020,1,"85-89",2,1,1,0,0,0,0
2020,1,"85-89",2,2,0,1,0,0,0
2020,1,"85-89",2,4,1,0,0,0,0
2020,1,"85-89",2,5,0,1,0,0,0
2020,1,"90-94",1,1,1,0,0,0,1
2020,1,"90-94",1,2,1,0,0,0,0
2020,1,"90-94",1,3,0,0,0,0,1
2020,1,"90-94",1,5,1,0,0,0,0
2020,1,"90-94",2,1,0,0,0,1,0
2020,1,"90-94",2,2,0,1,0,0,0
2020,1,"90-94",2,3,1,0,0,1,1
2020,1,"90-94",2,4,0,1,1,0,0
2020,1,"90-94",2,5,0,1,0,0,0
2020,1,"95-99",1,1,1,1,0,0,1
2020,1,"95-99",1,2,0,2,0,0,0
2020,1,"95-99",1,3,1,2,0,1,0
2020,1,"95-99",1,4,1,0,0,0,0
2020,1,"95-99",1,5,0,0,0,1,2
2020,1,"95-99",2,1,0,1,0,0,0
2020,1,"95-99",2,2,0,2,0,0,0
2020,1,"95-99",2,3,1,2,1,0,0
2020,1,"95-99",2,4,0,2,0,0,0
2020,1,"95-99",2,5,2,1,0,0,0
2020,2,"15-19",1,3,1,0,0,0,1
2020,2,"15-19",1,5,1,0,0,0,0
2020,2,"15-19",2,2,0,0,1,0,0
2020,2,"15-19",2,4,1,0,0,0,1
2020,2,"15-19",2,5,0,0,0,1,0
2020,2,"20-24",1,1,1,0,0,0,0
2020,2,"20-24",1,3,1,0,0,1,0
2020,2,"20-24",1,4,1,0,0,0,1
2020,2,"20-24",1,5,1,0,0,0,1
2020,2,"20-24",2,3,1,0,0,1,0
2020,2,"25-29",1,1,2,0,0,0,0
2020,2,"25-29",1,2,1,0,0,0,0
2020,2,"25-29",1,3,1,0,0,0,0
2020,2,"25-29",1,5,1,0,1,0,0
2020,2,"25-29",2,1,1,0,0,0,0
2020,2,"25-29",2,2,0,0,0,1,0
2020,2,"30-34",1,1,0,0,0,1,0
2020,2,"30-34",2,2,2,0,0,1,0
2020,2,"35-39",1,2,1,0,0,1,0
2020,2,"35-39",1,5,0,0,1,0,0
2020,2,"35-39",2,1,1,0,0,0,0
2020,2,"35-39",2,2,1,0,0,0,1
2020,2,"40-44",1,1,1,1,0,0,0
2020,2,"40-44",1,3,0,0,0,1,0
2020,2,"40-44",1,5,1,1,0,0,0
2020,2,"40-44",2,1,0,1,0,1,0
2020,2,"40-44",2,2,0,1,0,0,0
2020,2,"40-44",2,3,0,0,1,1,1
2020,2,"40-44",2,4,1,0,0,0,0
2020,2,"45-49",1,1,2,2,0,0,0
2020,2,"45-49",1,2,2,0,0,0,0
2020,2,"45-49",1,3,0,1,0,0,1
2020,2,"45-49",1,4,0,1,0,0,1
2020,2,"45-49",1,5,1,1,1,0,0
2020,2,"45-49",2,1,0,1,0,1,0
2020,2,"45-49",2,2,1,0,0,0,0
2020,2,"45-49",2,3,2,1,0,0,1
2020,2,"45-49",2,4,0,1,1,0,0
2020,2,"50-54",1,1,0,2,0,0,0
2020,2,"50-54",1,2,1,1,1,0,0
2020,2,"50-54",1,3,0,2,0,1,0
2020,2,"50-54",1,4,0,0,0,1,0
2020,2,"50-54",1,5,0,0,0,0,1
